,text,pos_tag,mintime,maxtime
2342,und,CCONJ,897.24531,897.38531
2343,unsere,DET,897.38531,897.70531
2344,Zimmer,NOUN,897.70531,897.94531
2345,hier,ADV,897.94531,898.25531
2346,wie,ADP,898.41483,898.51196
2347,willst,AUX,898.51196,898.70196
2348,du,PRON,898.70196,898.77196
2349,da,ADV,898.77196,899.02196
2350,noch,ADV,899.07196,899.43196
2351,ja,ADV,907.93833,908.00546
2352,gut,ADV,908.00546,908.15546
2353,aber,CCONJ,908.15546,908.26546
2354,ich,PRON,908.26546,908.34546
2355,finde,VERB,908.34546,908.58546
2356,es,PRON,908.58546,908.67546
2357,äh,INTJ,908.73546,908.86546
2358,irgendwie,ADV,908.86546,909.22546
2359,nicht,PART,909.22546,909.54546
2360,logisch,ADV,909.62546,909.92546
2361,wenn,SCONJ,909.92546,910.06546
2362,wir,PRON,910.06546,910.20546
2363,hier,ADV,910.33546,910.75546
2364,den,DET,910.75546,910.98546
2365,hier,ADV,910.98546,911.36046
2366,hier,ADV,911.36046,911.72546
2367,hier,ADV,911.78546,912.32871
2368,nein,PART,912.77881,913.16594
2369,nein,PART,913.19594,913.87594
2370,wir,PRON,913.87594,914.00594
2371,haben,AUX,914.00594,914.20594
2372,hier,ADV,914.33594,914.70094
2373,das,PRON,914.70094,914.80594
2374,Zimmer,NOUN,914.80594,915.13594
2375,da,ADV,915.22594,915.65594
2376,die,DET,915.65594,915.89594
2377,da,ADV,916.19594,916.44594
2378,den,DET,916.44594,916.59594
2379,Flur,NOUN,916.64594,917.06594
2380,und,CCONJ,917.26594,917.33594
2381,hier,ADV,917.33594,917.59594
2382,Zimmer,NOUN,917.63594,917.91594
2383,ja,ADV,919.53233,919.90456
2384,ah,X,925.77513,925.87225
2385,ja,ADV,925.87225,926.05225
2386,zehn,NUM,930.23288,930.61394
2387,zehn,NUM,931.63537,932.0025
2388,ja,ADV,933.82706,933.99419
2389,dann,ADV,935.14531,935.52531
2390,dann,ADV,935.55531,935.73531
2391,hundert,NUM,935.79531,936.25531
2392,jetzt,ADV,937.35015,937.48727
2393,brauchen,VERB,937.48727,938.22727
2394,wir,PRON,938.37727,938.82727
2395,noch,ADV,939.01727,939.27727
2396,Küche,NOUN,939.27727,939.98727
2397,Bad,PROPN,939.98727,940.64727
2398,Küche,NOUN,942.65806,942.94519
2399,Bad,PROPN,942.94519,943.21519
2400,brauchen,VERB,943.21519,943.40519
2401,wir,PRON,943.40519,943.49519
2402,noch,ADV,943.49519,943.63519
2403,ne,X,943.63519,943.79519
2404,ja,ADV,948.27456,948.96456
2405,ja,ADV,951.87194,951.96194
2406,laughter><laughterOffset,PROPN,952.27194,953.16471
2407,ja,ADV,958.87448,958.9916
2408,wir,PRON,958.9916,959.0616
2409,wollen,AUX,959.0616,959.4216
2410,also,ADV,959.4216,959.5616
2411,vier,NUM,959.5616,959.9116
2412,ich,PRON,959.9516,960.1766
2413,sagen,VERB,960.1766,960.4816
2414,vier,NUM,960.63169,960.82881
2415,ist,AUX,960.82881,960.90881
2416,schön,ADV,960.90881,961.19881
2417,und,CCONJ,962.1725,962.23963
2418,dann,ADV,962.23963,962.32962
2419,brauchen,VERB,962.32962,962.51963
2420,wir,PRON,962.51963,962.58962
2421,dazu,ADV,962.58962,962.90963
2422,auch,ADV,962.90963,962.95962
2423,noch,ADV,962.95962,963.10963
2424,die,DET,963.10963,963.21962
2425,passende,ADJ,963.21962,963.56962
2426,Dusche,NOUN,963.56962,963.91962
2427,ja,ADV,967.89573,968.00573
2428,also,ADV,968.00573,968.36573
2429,echzig,NUM,968.39573,968.89573
2430,man,PRON,969.81875,969.89875
2431,kann,AUX,969.89875,969.98875
2432,das,PRON,969.98875,970.09875
2433,ja,ADV,970.09875,970.16875
2434,auch,ADV,970.16875,970.24875
2435,irgendwie,ADV,970.24875,970.55875
2436,noch,ADV,970.55875,970.74875
2437,so,ADV,970.74875,970.84875
2438,baulich,ADV,970.84875,971.23875
2439,voneinander,ADV,971.23875,971.74875
2440,so,ADV,971.74875,971.95875
2441,mit,ADP,972.05875,972.16875
2442,irgendwelchen,ADJ,972.51875,972.89875
2443,halboffenen,VERB,972.89875,973.44875
2444,Wänden,NOUN,973.44875,973.74875
2445,oder,CCONJ,973.74875,973.97875
2446,so,ADV,973.97875,974.05875
2447,abtrennen,NOUN,974.05875,974.49875
2448,ja,ADV,976.02827,976.16427
2449,dann,ADV,979.90375,980.12087
2450,jetzt,ADV,980.18088,980.38087
2451,noch,ADV,980.38087,980.49087
2452,die,DET,980.58087,980.80088
2453,Küche,NOUN,980.80088,981.47054
2454,ja,ADV,982.40821,982.58821
2455,boah,VERB,983.86783,984.01783
2456,die,DET,984.01783,984.08783
2457,Küche,NOUN,984.08783,984.22783
2458,vierzig,NUM,984.22783,984.56783
2459,Quadratmeter,NOUN,984.69783,986.52783
2460,na,X,986.58783,986.73783
2461,gut,ADV,986.73783,986.88783
2462,ja,ADV,986.88783,986.94783
2463,ja,ADV,986.94783,987.02783
2464,gut,ADV,987.02783,987.16798
2465,ja,ADV,992.72694,992.81406
2466,jeder,PRON,992.81406,993.09406
2467,kann,AUX,993.09406,993.23406
2468,ja,ADV,993.23406,993.32406
2469,sein,AUX,993.32406,993.48406
2470,Zimmer,NOUN,993.48406,993.86406
2471,einrichten,VERB,993.93406,994.72406
2472,wie,ADP,994.72406,994.85406
2473,er,PRON,994.85406,994.99406
2474,will,AUX,994.99406,995.16406
2475,genau,ADV,995.44498,995.76527
2476,ja,ADV,1002.6511,1002.7211
2477,gut,ADV,1002.7211,1002.8211
2478,ich,PRON,1002.8211,1002.9311
2479,hab,PROPN,1002.9311,1003.0311
2480,ich,PRON,1003.0611,1003.1411
2481,hab,PROPN,1003.1411,1003.2711
2482,Bett,NOUN,1003.9611,1004.3011
2483,ich,PRON,1004.3011,1004.4511
2484,hab,PROPN,1004.5311,1004.6911
2485,Schrank,NOUN,1004.7411,1005.2011
2486,ja,ADV,1014.66658,1014.91781
2487,genau,ADV,1014.97821,1015.17821
2488,wir,PRON,1015.17821,1015.24821
2489,müssen,AUX,1015.24821,1015.75746
2490,ja,ADV,1015.87863,1016.06906
2491,ja,ADV,1016.50188,1016.649
2492,dunkel,ADV,1017.25498,1017.80033
2493,also,ADV,1020.76419,1021.17419
2494,du,PRON,1021.17419,1021.31419
2495,äh,INTJ,1021.66419,1021.87419
2496,willst,AUX,1021.87419,1022.03419
2497,du,PRON,1022.03419,1022.12419
2498,schwarzes,ADJ,1022.12419,1022.56419
2499,Parkett,NOUN,1022.56419,1022.98419
2500,haben,AUX,1022.98419,1023.20346
2501,ja,ADV,1028.06075,1028.15075
2502,gut,ADV,1028.15075,1028.34075
2503,okay,ADV,1028.34075,1028.76942
2504,okay,ADV,1029.34071,1029.65783
2505,aber,CCONJ,1030.57919,1031.16919
2506,dann,ADV,1031.16919,1031.24919
2507,auch,ADV,1031.24919,1031.51919
2508,noch,ADV,1031.54919,1031.85919
2509,noch,ADV,1031.88919,1032.11919
2510,paar,DET,1032.19919,1032.71919
2511,nei,ADV,1036.10371,1036.61083
2512,nein,PART,1036.64083,1036.78083
2513,nein,PART,1036.78083,1037.09083
2514,ja,ADV,1037.69646,1037.97358
2515,ja,ADV,1037.97358,1038.16358
2516,genau,ADV,1038.16358,1038.30358
2517,ja,ADV,1038.36367,1038.57079
2518,ja,ADV,1038.57079,1038.65079
2519,ja,ADV,1038.94294,1039.09006
2520,und,CCONJ,1040.11135,1040.26135
2521,dann,ADV,1040.26135,1040.60135
2522,ja,ADV,1040.60135,1040.87135
2523,ja,ADV,1045.2721,1045.5821
2524,wie,ADP,1046.51015,1046.69727
2525,äh,INTJ,1046.76727,1046.84727
2526,wie,ADP,1046.84727,1047.06415
2527,ja,ADV,1050.80644,1050.95644
2528,das,PRON,1050.95644,1051.32644
2529,ist,AUX,1051.32644,1051.41644
2530,mir,PRON,1051.41644,1051.58644
2531,ja,ADV,1051.58644,1051.72644
2532,egal,ADV,1051.72644,1052.07644
2533,weiße,ADJ,1055.87302,1056.21302
2534,Fliesen,NOUN,1056.21302,1056.81271
2535,ja,ADV,1060.50173,1060.70173
2536,ja,ADV,1062.24181,1062.41894
2537,äh,INTJ,1064.74535,1065.45535
2538,Küche,NOUN,1066.57273,1066.92648
2539,ja,ADV,1067.93925,1068.08638
2540,auch,ADV,1068.08638,1068.15638
2541,irgendwie,ADV,1068.15638,1068.91638
2542,auch,ADV,1068.91638,1069.1771
2543,auch,ADV,1070.54477,1070.7119
2544,irgendwie,ADV,1070.7119,1070.9969
2545,Fliesen,NOUN,1070.9969,1071.52294
2546,aber,CCONJ,1071.54025,1071.68737
2547,ich,PRON,1071.68737,1071.78738
2548,also,ADV,1071.83738,1072.06738
2549,ich,PRON,1072.06738,1072.15738
2550,finde,VERB,1072.15738,1072.44737
2551,so,ADV,1072.44737,1072.66737
2552,diese,PRON,1072.66737,1073.07738
2553,type,VERB,1073.17737,1073.32738
2554,diese,PRON,1073.63738,1073.77737
2555,amerikanischen,VERB,1073.77737,1074.46737
2556,Küchen,NOUN,1074.46737,1074.79738
2557,ja,ADV,1077.0211,1077.2711
2558,und,CCONJ,1078.07735,1078.33448
2559,äh,INTJ,1078.39448,1078.43448
2560,äh,INTJ,1078.52448,1079.05448
2561,halt,ADV,1079.05448,1079.27448
2562,p>-,X,1079.41448,1079.44448
2563,in,ADP,1079.44448,1079.49448
2564,der,DET,1079.49448,1079.61448
2565,Mitte,NOUN,1079.61448,1079.89448
2566,halt,ADV,1079.89448,1080.12448
2567,so,ADV,1080.12448,1080.46448
2568,ja,ADV,1081.55015,1081.62727
2569,ja,ADV,1081.62727,1081.77727
2570,genau,ADV,1081.77727,1082.06952
2571,ja,ADV,1082.25131,1082.63844
2572,ja,ADV,1082.63844,1082.90844
2573,also,ADV,1082.96844,1083.33844
2574,das,PRON,1083.33844,1083.48844
2575,ich,PRON,1083.51844,1083.896
2576,ja,ADV,1085.70515,1086.0514
2577,nee,X,1087.99904,1088.37617
2578,also,ADV,1088.37617,1088.95617
2579,keine,DET,1090.70144,1091.03856
2580,keine,DET,1091.03856,1091.26856
2581,Ahnung,NOUN,1091.31856,1091.60856
2582,vielleicht,ADV,1094.10333,1094.35046
2583,rot-orange,NOUN,1094.46046,1095.50046
2584,in,ADP,1095.50046,1095.57046
2585,dem,PRON,1095.57046,1095.79046
2586,Bereich,NOUN,1095.79046,1096.23277
2587,also,ADV,1097.3321,1097.7476
2588,gut,ADV,1099.79212,1099.87925
2589,was,PRON,1099.87925,1099.99925
2590,fehlt,VERB,1099.99925,1100.27925
2591,denn,CCONJ,1100.27925,1100.55925
2592,oh,PROPN,1101.02996,1101.15708
2593,ja,ADV,1101.15708,1101.41708
2594,oh,PROPN,1101.41708,1101.60708
2595,das,PRON,1101.60708,1101.72708
2596,ist,AUX,1101.79708,1101.89708
2597,schwierig,ADV,1101.89708,1102.31708
2598,also,ADV,1103.69608,1104.10321
2599,wir,PRON,1104.10321,1104.24321
2600,brauchen,VERB,1104.24321,1104.48321
2601,auf,ADP,1104.48321,1104.68321
2602,auf,ADP,1104.74321,1104.80321
2603,auf,ADP,1104.80321,1104.99321
2604,jeden,PRON,1104.99321,1105.24321
2605,Fall,NOUN,1105.24321,1105.55321
2606,erstmal,ADV,1105.55321,1105.80321
2607,mega,VERB,1106.00321,1106.26321
2608,Fernseher,NOUN,1106.26321,1106.83131
2609,ja,ADV,1108.55369,1108.75369
2610,stimmt,VERB,1117.27235,1117.67948
2611,ja,ADV,1117.67948,1118.14948
2612,ja,ADV,1118.29948,1118.57948
2613,ja,ADV,1118.83912,1118.97625
2614,ja,ADV,1118.97625,1119.04625
2615,und,CCONJ,1119.04625,1119.22625
2616,und,CCONJ,1119.22625,1119.48625
2617,die,DET,1119.48625,1119.57625
2618,passende,ADJ,1119.57625,1119.88625
2619,Soundanlage,NOUN,1119.88625,1120.61625
2620,dazu,ADV,1120.61625,1120.84738
2621,und,CCONJ,1121.19777,1121.29777
2622,und,CCONJ,1121.35777,1121.40777
2623,dann,ADV,1121.40777,1121.54777
2624,brauchen,VERB,1121.54777,1121.74777
2625,wir,PRON,1121.74777,1121.90777
2626,aber,CCONJ,1121.90777,1122.26777
2627,auf,ADP,1122.26777,1122.37777
2628,der,DET,1122.37777,1122.52777
2629,anderen,PRON,1122.52777,1122.93777
2630,Seite,NOUN,1122.93777,1123.13427
2631,ich,PRON,1127.94962,1128.04462
2632,mal,ADV,1128.04462,1128.17962
2633,von,ADP,1128.17962,1128.36963
2634,aus,ADP,1128.36963,1128.58169
2635,ich,PRON,1128.67881,1128.82881
2636,doch,CCONJ,1128.82881,1129.28881
2637,mal,ADV,1129.28881,1129.41881
2638,ähm,X,1130.03683,1130.41683
2639,ja,ADV,1132.42404,1132.61117
2640,ja,ADV,1132.61117,1132.75117
2641,genau,ADV,1132.75117,1133.16848
2642,ja,ADV,1137.32494,1137.39494
2643,ja,ADV,1137.39494,1137.61494
2644,ja,ADV,1137.61494,1137.72494
2645,genau,ADV,1137.72494,1138.19494
2646,so,ADV,1138.19494,1138.69281
2647,Mhm,PROPN,1140.2336,1140.57985
2648,ähm,X,1144.2339,1144.6539
2649,ja,ADV,1145.81237,1145.95238
2650,auf,ADP,1145.95238,1146.07237
2651,jeden,PRON,1146.07237,1146.32987
2652,dann,ADV,1146.32987,1146.427
2653,brauchen,VERB,1146.427,1146.587
2654,wir,PRON,1146.587,1146.747
2655,auch,ADV,1146.747,1146.907
2656,noch,ADV,1146.907,1146.967
2657,auf,ADP,1147.047,1147.187
2658,der,DET,1147.187,1147.357
2659,anderen,PRON,1147.357,1147.857
2660,Seite,NOUN,1147.857,1148.027
2661,jeweils,ADV,1148.057,1148.317
2662,so,ADV,1148.317,1148.467
2663,fettes,ADJ,1148.527,1148.762
2664,Sofa,X,1148.762,1149.127
2665,Mhm,PROPN,1152.06831,1152.37129
2666,was,PRON,1159.34252,1159.67252
2667,wegen,ADP,1160.8461,1161.4361
2668,der,DET,1161.5161,1161.7761
2669,ja,ADV,1162.29715,1162.43715
2670,aber,CCONJ,1162.43715,1162.64715
2671,ich,PRON,1162.64715,1162.77715
2672,also,ADV,1162.77715,1163.03715
2673,ich,PRON,1163.03715,1163.27715
2674,so,ADV,1164.9346,1165.0846
2675,vom,ADP,1165.0846,1165.2546
2676,Wohnzimmerstil,NOUN,1165.2546,1165.9246
2677,her,ADV,1165.9246,1166.0646
2678,ich,PRON,1166.0946,1166.2446
2679,das,PRON,1166.2446,1166.3846
2680,eher,ADV,1166.3846,1166.6246
2681,so,ADV,1166.6246,1166.9846
2682,eher,ADV,1167.9146,1168.1696
2683,eher,ADV,1168.1696,1168.4846
2684,eher,ADV,1168.4846,1168.6046
2685,modern,ADV,1168.6046,1168.9546
2686,einrichten,VERB,1168.9546,1169.7246
2687,also,ADV,1169.7246,1170.0696
2688,eher,ADV,1170.0696,1170.2646
2689,so,ADV,1170.2646,1170.35525
2690,ja,ADV,1178.80652,1178.91652
2691,das,PRON,1178.91652,1179.02652
2692,passt,VERB,1179.02652,1179.37669
2693,ja,ADV,1181.20312,1181.48879
2694,ja,ADV,1182.39019,1182.52019
2695,aber,CCONJ,1184.14008,1184.50008
2696,so,ADV,1184.50008,1184.60008
2697,diesen,PRON,1184.60008,1184.93008
2698,ganzen,VERB,1184.93008,1185.38008
2699,modischen,NOUN,1185.41008,1186.29008
2700,Einrichtungskram,PROPN,1186.29008,1187.03008
2701,so,ADV,1187.03008,1187.10008
2702,das,PRON,1187.10008,1187.26008
2703,meiste,PRON,1187.26008,1187.45008
2704,musst,VERB,1187.45008,1187.52008
2705,du,PRON,1187.52008,1187.64008
2706,sowieso,ADV,1187.64008,1188.20008
2707,machen,VERB,1188.20008,1188.43008
2708,weil,SCONJ,1188.72704,1188.92417
2709,das,PRON,1188.92417,1189.09417
2710,bei,ADP,1189.09417,1189.21417
2711,mir,PRON,1189.21417,1189.61417
2712,dann,ADV,1189.64417,1189.75417
2713,immer,ADV,1190.21417,1190.40417
2714,total,ADV,1190.40417,1190.94417
2715,kahl,NOUN,1191.00417,1191.40417
2716,und,CCONJ,1191.40417,1191.56417
2717,kalt,ADV,1191.61417,1191.80417
2718,aussieht,VERB,1191.80417,1192.17417
2719,ja,ADV,1192.71756,1192.98592
2720,äh,INTJ,1193.68198,1193.92198
2721,ja,ADV,1193.92198,1194.20198
2722,oh,PROPN,1200.8664,1201.07352
2723,ja,ADV,1201.07352,1201.29352
2724,verdammt,VERB,1201.29352,1201.87919
2725,wieviel,ADV,1202.77075,1202.94788
2726,Qua-,X,1202.94788,1203.03787
2727,hamwa,VERB,1203.31787,1203.59787
2728,hatten,AUX,1209.92246,1210.22958
2729,wir,PRON,1210.22958,1210.34958
2730,nicht,PART,1210.34958,1210.41958
2731,Vierzig-Quadratmeter-Küche,NOUN,1210.44958,1211.66958
2732,moment,ADV,1213.02138,1213.3085
2733,wir,PRON,1213.3085,1213.4285
2734,hatten,AUX,1213.4285,1213.5585
2735,fünfundzwanzig,ADV,1213.5585,1214.3485
2736,und,CCONJ,1214.3485,1214.3785
2737,fünfundzwanzig,ADV,1214.3785,1215.5785
2738,sind,AUX,1215.9785,1216.0985
2739,fünfzig,NUM,1216.0985,1216.70027
2740,dann,ADV,1217.54158,1217.64871
2741,hatten,AUX,1217.64871,1217.89871
2742,wir,PRON,1217.89871,1218.26871
2743,zehn,NUM,1221.78294,1222.3025
2744,zehn,NUM,1223.82581,1224.06581
2745,war,AUX,1224.06581,1224.24581
2746,Ankleide,NOUN,1224.24581,1224.61581
2747,dann,ADV,1224.71581,1225.22581
2748,sind,AUX,1225.22581,1225.35581
2749,wir,PRON,1225.35581,1225.54581
2750,bei,ADP,1225.54581,1225.64581
2751,sechzig,NUM,1225.64581,1226.14754
2752,zehn,NUM,1226.67554,1227.48267
2753,zehn,NUM,1227.53267,1227.78267
2754,brauchen,VERB,1227.78267,1228.04267
2755,wir,PRON,1228.04267,1228.33267
2756,Flur,NOUN,1228.41267,1228.60267
2757,brauchen,VERB,1228.60267,1228.80267
2758,wir,PRON,1228.80267,1228.89267
2759,ja,ADV,1228.89267,1228.95267
2760,auch,ADV,1228.95267,1229.08267
2761,noch,ADV,1229.08267,1229.22913
2762,zehn,NUM,1230.60662,1230.83662
2763,brauchen,VERB,1230.83662,1231.15663
2764,wir,PRON,1231.15663,1231.31662
2765,für,ADP,1231.31662,1231.58662
2766,den,DET,1231.58662,1231.74662
2767,Flur,NOUN,1231.74662,1232.17663
2768,dann,ADV,1233.36846,1233.48558
2769,sind,AUX,1233.48558,1233.76558
2770,wir,PRON,1233.76558,1233.90558
2771,sind,AUX,1233.90558,1234.05558
2772,wir,PRON,1234.05558,1234.18558
2773,bei,ADP,1234.18558,1234.53558
2774,siebzig,NUM,1235.62558,1236.12558
2775,äh,INTJ,1241.37904,1241.98904
2776,Bad,PROPN,1243.36806,1243.64519
2777,wollten,AUX,1243.64519,1243.80519
2778,wir,PRON,1243.80519,1243.90519
2779,sechzig,NUM,1243.90519,1244.31019
2780,machen,VERB,1244.31019,1244.57519
2781,wären,AUX,1244.57519,1244.81519
2782,wir,PRON,1244.81519,1244.87519
2783,bei,ADP,1244.87519,1244.94519
2784,hundertzeh,ADV,1244.94519,1245.54519
2785,nee,X,1245.80519,1245.96519
2786,hundertdreißig,ADV,1245.96519,1246.64012
2787,wir,PRON,1251.57581,1251.65294
2788,brauchen,VERB,1251.65294,1252.00294
2789,ja,ADV,1252.00294,1252.06294
2790,noch,ADV,1252.06294,1252.15294
2791,die,DET,1252.15294,1252.26294
2792,Küche,NOUN,1252.26294,1252.57294
2793,woll-,X,1252.57294,1252.71294
2794,Küche,NOUN,1253.9629,1254.4429
2795,nee,X,1256.97896,1257.29608
2796,gut,ADV,1261.88702,1261.96415
2797,dann,ADV,1261.96415,1261.99415
2798,wären,AUX,1261.99415,1262.12415
2799,wir,PRON,1262.12415,1262.25415
2800,jetzt,ADV,1262.25415,1262.50415
2801,bei,ADP,1262.50415,1262.89415
2802,fünfund-,X,1265.71723,1266.11723
2803,fünfundfünzig,ADV,1266.11723,1266.85723
2804,was,PRON,1269.44556,1269.55269
2805,fehlt,VERB,1269.55269,1269.71269
2806,denn,CCONJ,1269.71269,1269.82269
2807,jetzt,ADV,1269.82269,1269.99269
2808,noch,ADV,1269.99269,1270.10344
2809,und,CCONJ,1272.17227,1272.5394
2810,die,DET,1272.5394,1272.6294
2811,Küche,NOUN,1272.6294,1272.87344
2812,äh,INTJ,1274.35721,1274.77721
2813,das,PRON,1274.77721,1274.92721
2814,Bad,PROPN,1274.99721,1275.36808
2815,hatten,AUX,1277.47154,1277.70527
2816,okay,ADV,1279.24333,1279.68333
2817,ja,ADV,1283.13435,1283.40148
2818,okay,ADV,1283.40148,1283.75148
2819,ja,ADV,1289.89037,1290.13892
2820,aber,CCONJ,1290.26875,1290.42587
2821,ich,PRON,1290.42587,1290.53588
2822,will,AUX,1290.53588,1290.90587
2823,dann,ADV,1290.90587,1291.36587
2824,eher,ADV,1291.52588,1291.89587
2825,Abendsonne,PROPN,1292.07587,1292.59587
2826,ich,PRON,1293.93033,1294.03746
2827,will,AUX,1294.03746,1294.16746
2828,dann,ADV,1294.16746,1294.32746
2829,eher,ADV,1294.32746,1294.46746
2830,Abendsonne,PROPN,1294.46746,1295.21146
2831,als,ADP,1296.81285,1296.95998
2832,morgens,ADV,1296.95998,1297.33998
2833,Sonne,NOUN,1297.33998,1297.76504
2834,ja,ADV,1300.92621,1300.99333
2835,ja,ADV,1300.99333,1301.19333
2836,genau,ADV,1301.19333,1301.35333
2837,so,ADV,1301.35333,1301.41333
2838,so,ADV,1301.41333,1301.47333
2839,so,ADV,1301.47333,1301.53333
2840,glasmäßig,ADV,1301.53333,1302.92333
2841,so,ADV,1303.27204,1303.33917
2842,dass,SCONJ,1303.33917,1303.45917
2843,man,PRON,1303.45917,1303.58917
2844,da,ADV,1303.58917,1303.71917
2845,so,ADV,1303.71917,1303.80917
2846,bisschen,ADJ,1303.83917,1303.92917
2847,rausgucken,VERB,1303.92917,1304.32917
2848,kann,AUX,1304.32917,1304.41917
2849,und,CCONJ,1304.41917,1304.44917
2850,dann,ADV,1304.44917,1304.64917
2851,dann,ADV,1304.64917,1304.95917
2852,halt,ADV,1304.95917,1305.13917
2853,so,ADV,1305.23917,1305.47917
2854,schön,ADV,1305.62917,1305.79917
2855,grillen,VERB,1305.79917,1306.10917
2856,kann,AUX,1306.10917,1306.90917
2857,ja,ADV,1308.00906,1308.18219
2858,mh,PROPN,1310.52396,1310.61396
2859,aU,ADV,562.70646,562.74646
2860,aU,ADV,563.14646,563.23646
2861,aU,ADV,579.35375,579.53375
2862,aU,ADV,605.01473,605.39473
2863,aI,PROPN,606.1341,606.2441
2864,aU,ADV,617.90285,618.04344
2865,aU,ADV,618.69056,618.84056
2866,aU,ADV,641.29333,641.42333
2867,aI,PROPN,643.53333,643.72333
2868,aU,ADV,668.89702,669.06702
2869,ts,NOUN,670.8349,670.9149
2870,aI,PROPN,674.1149,674.2149
2871,aI,PROPN,675.4149,675.5149
2872,aI,PROPN,675.6249,675.7449
2873,ts,NOUN,676.3449,676.4849
2874,aI,PROPN,676.7649,676.8749
2875,aU,ADV,677.8549,677.9449
2876,aI,PROPN,678.0949,678.1849
2877,aI,PROPN,678.2849,678.3949
2878,aU,ADV,679.1249,679.2149
2879,aI,PROPN,679.6249,679.7449
2880,ts,NOUN,681.3849,681.4349
2881,aU,ADV,693.55729,693.72729
2882,ts,NOUN,733.27394,733.33394
2883,ts,NOUN,747.40327,747.46327
2884,ts,NOUN,751.89329,751.93329
2885,aU,ADV,758.34883,758.44883
2886,ts,NOUN,770.41246,770.48246
2887,ts,NOUN,771.20246,771.31246
2888,ts,NOUN,771.48246,771.62246
2889,aI,PROPN,788.3026,788.4026
2890,aI,PROPN,794.91892,795.28892
2891,aU,ADV,796.7491,796.8991
2892,ts,NOUN,808.73365,808.84365
2893,ts,NOUN,823.35577,823.39577
2894,aI,PROPN,834.70998,834.80998
2895,OY,PROPN,834.94998,834.99998
2896,aU,ADV,840.06254,840.16254
2897,OY,PROPN,846.05623,846.16623
2898,ts,NOUN,847.3196,847.4096
2899,ts,NOUN,855.92181,855.99894
2900,aI,PROPN,856.04894,856.17894
2901,ts,NOUN,856.17894,856.24894
2902,aI,PROPN,856.28894,856.43894
2903,aU,ADV,862.77917,862.95917
2904,ts,NOUN,895.71531,895.75531
2905,ts,NOUN,897.70531,897.79531
2906,aI,PROPN,912.82594,912.98594
2907,aI,PROPN,913.62594,913.83594
2908,ts,NOUN,914.80594,914.84594
2909,ts,NOUN,917.63594,917.69594
2910,ts,NOUN,930.23288,930.34288
2911,ts,NOUN,931.63537,931.6825
2912,aU,ADV,951.41194,951.45194
2913,aU,ADV,952.02194,952.22194
2914,aU,ADV,952.30194,952.34194
2915,aU,ADV,952.58194,952.64194
2916,ts,NOUN,962.69962,962.82962
2917,aU,ADV,962.90963,962.95962
2918,aU,ADV,970.16875,970.24875
2919,aU,ADV,970.91875,971.06875
2920,aI,PROPN,971.49875,971.53875
2921,ts,NOUN,984.38783,984.46783
2922,aI,PROPN,993.35406,993.44406
2923,ts,NOUN,993.48406,993.56406
2924,aI,PROPN,993.93406,994.31406
2925,aU,ADV,995.6721,995.76527
2926,aU,ADV,1015.08821,1015.17821
2927,ts,NOUN,1022.38419,1022.43419
2928,aU,ADV,1031.24919,1031.48919
2929,aI,PROPN,1036.20083,1036.61083
2930,aI,PROPN,1036.64083,1036.75083
2931,aI,PROPN,1036.78083,1036.98083
2932,aU,ADV,1038.22358,1038.30358
2933,aI,PROPN,1055.92302,1056.00302
2934,aU,ADV,1068.08638,1068.12638
2935,aU,ADV,1068.94637,1069.06638
2936,aU,ADV,1070.5819,1070.6219
2937,aU,ADV,1081.90727,1082.06952
2938,aI,PROPN,1090.73856,1090.90856
2939,aI,PROPN,1091.06856,1091.14856
2940,aI,PROPN,1094.22046,1094.29046
2941,aI,PROPN,1096.07046,1096.19046
2942,aU,ADV,1104.53321,1104.59321
2943,aU,ADV,1104.80321,1104.93321
2944,aU,ADV,1119.93625,1120.03625
2945,ts,NOUN,1120.75625,1120.79625
2946,aU,ADV,1122.26777,1122.34777
2947,aI,PROPN,1122.93777,1123.04777
2948,aU,ADV,1128.36963,1128.53962
2949,aU,ADV,1132.86117,1133.16848
2950,aU,ADV,1138.14494,1138.19494
2951,aU,ADV,1145.95238,1146.03238
2952,aU,ADV,1146.747,1146.877
2953,aU,ADV,1147.047,1147.157
2954,aI,PROPN,1147.857,1147.997
2955,aI,PROPN,1148.187,1148.257
2956,ts,NOUN,1165.4246,1165.4746
2957,aI,PROPN,1168.9546,1169.1046
2958,ts,NOUN,1185.08008,1185.18008
2959,aI,PROPN,1186.29008,1186.42008
2960,aI,PROPN,1187.31008,1187.42008
2961,aI,PROPN,1188.76417,1188.80417
2962,aI,PROPN,1189.16417,1189.21417
2963,aU,ADV,1191.80417,1192.02417
2964,ts,NOUN,1210.64958,1210.68958
2965,ts,NOUN,1216.3785,1216.4685
2966,ts,NOUN,1221.78294,1221.93294
2967,ts,NOUN,1223.82581,1223.86581
2968,aI,PROPN,1224.46581,1224.58581
2969,aI,PROPN,1225.60581,1225.64581
2970,ts,NOUN,1225.87581,1225.98581
2971,ts,NOUN,1226.67554,1226.81267
2972,ts,NOUN,1227.53267,1227.60267
2973,aU,ADV,1228.95267,1229.08267
